Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
NIFTY,26455,12755190,12781645,444029.0318165,21444330294231.0,1326572.2566265,882543.22481,6817714,25763.55
BANKNIFTY,12169,590546,602715,220316.42031900003,1074824108399.4,306749.474313,86433.053994,874892,60249.55
INFY,25902,139834,165736,161851.45212,90534041868.0,174589.6308,12738.17868,259900,1551.7
HAL,21111,87054,108165,133107.20967,58347176176.5,145537.146435,12429.936765,144110,4198.0
TCS,23386,122022,145408,125195.910735,67858800656.5,133465.9123,8270.001565,242520,3046.1
BAJFINANCE,12810,71519,84329,92277.3666,52411474792.5,99930.039525,7652.672925,170873,963.5
ICICIBANK,8838,42819,51657,87175.2798,42454917673.0,91686.02653,4510.74673,244721,1401.7
RELIANCE,9137,75802,84939,66609.66625,55833705665.0,74127.0729,7517.40665,393633,1456.6
HDFCBANK,11696,36804,48500,61405.51604,19442783657.0,63793.53761,2388.02157,597568,950.3
WIPRO,7927,31468,39395,55265.8206,22980212370.0,58519.7193,3253.8987,81973,233.23
MCX,2594,15324,17918,40453.570125,24935542625.0,48488.371375,8034.80125,57349,2487.4
TECHM,4473,21580,26053,43807.1316,22042080768.0,47075.93928,3268.80768,49615,1637.7
DIXON,6333,62400,68733,35742.728955,36549900126.5,44820.18022,9077.451265,119352,11400.0
HCLTECH,7127,38712,45839,39996.38748,22520820829.5,43114.965775,3118.578295,76209,1615.0
AXISBANK,4373,20707,25080,37144.38225,17846782025.0,38988.265,1843.88275,176186,1350.7
M&M,4759,33326,38085,34271.0435,24791253982.0,38766.18332,4495.13982,134119,3592.8
COFORGE,5930,20595,26525,35841.5056125,13052647005.0,38394.2756625,2552.77005,50693,1612.3
SBIN,4384,24520,28904,35115.7044,19860027165.0,38196.97605,3081.27165,169896,1069.6
VEDL,3941,22491,26432,31273.838415,18545086231.0,36491.698225,5217.85981,156627,690.75
PERSISTENT,5466,28561,34027,32176.85544,17422792249.0,35620.57793,3443.72249,38297,5883.5
ONGC,4795,40428,45223,28445.14845,24745438935.0,33454.2528,5009.10435,89644,267.0
MIDCPNIFTY,1367,67211,68578,22389.20928,111061160830.8,32875.197588,10485.988308,129164,13673.05
BEL,4419,30871,35290,27840.808395,20251815413.25,32160.4862775,4319.6778825,181528,439.9
ABCAPITAL,2721,11650,14371,29307.14239,12855339563.0,32100.04802,2792.90563,36202,345.55
HINDZINC,3153,19801,22954,24774.582525,16397973994.5,30352.45122,5577.868695,115128,638.3
LT,3851,21334,25185,27559.48398,15381567064.5,29403.894625,1844.410645,147610,4098.1
EXIDEIND,4158,22190,26348,25529.14296,14059410138.0,28829.86434,3300.72138,33441,342.85
VBL,5233,23383,28616,26112.428775,12253098960.0,28589.380875,2476.9521,76324,442.9
ADANIPORTS,3254,26442,29696,23763.4693375,19722165366.5,27438.7730025,3675.303665,84140,1535.9
BHARTIARTL,2751,8847,11598,26311.904235,8657982552.75,27333.5897625,1021.6855275,144465,2010.3
ADANIENT,3279,26059,29338,22473.1462065,18590649320.94,26884.7196159,4411.5734094,115011,2206.9
NMDC,4084,17240,21324,23207.94855,10089405832.5,25944.856875,2736.908325,71213,84.85
ASHOKLEY,2282,11574,13856,22921.9795,12040498250.0,25587.337,2665.3575,46137,203.55
LTIM,2728,14926,17654,23237.944125,13135335283.5,25337.12196,2099.177835,24869,5678.0
COALINDIA,3650,27641,31291,21331.074195,16727841387.0,24538.756815,3207.68262,74170,438.1
BSE,1883,9876,11759,20437.6964625,10953452073.75,23506.7172,3069.0207375,55665,2880.9
NTPC,3744,42353,46097,20334.6891,23376438240.0,23200.584,2865.8949,113254,367.0
ETERNAL,3082,15567,18649,21067.047335,10849135768.5,23146.61627,2079.568935,156860,283.85
ITC,4190,34576,38766,21126.0384,17982228192.0,22942.42432,1816.38592,279655,314.25
POWERGRID,3763,29963,33726,20345.29063,16552837810.0,22842.41123,2497.1206,91740,289.4
IOC,2431,12377,14808,20359.8032625,10620328972.5,22579.7329875,2219.929725,34414,172.6
MIDCPNIFTY,1367,67211,68578,22389.20928,0.0,22389.20928,0.0,19414,13673.05
OIL,2595,16986,19581,18212.48142,12493369588.0,22032.5973,3820.11588,22041,509.85
SOLARINDS,2613,21150,23763,18189.64454,15502278172.0,21976.77626,3787.13172,32838,13814.0
KOTAKBANK,2577,3711,6288,21464.4934,3140511360.0,21855.987,391.4936,128855,415.85
JIOFIN,3116,18989,22105,19658.54618,12322761246.5,21789.836145,2131.289965,125098,267.2
TATASTEEL,1803,6670,8473,19444.8067,7313733350.0,21016.8002,1571.9935,77655,195.51
HDFCAMC,2477,3363,5840,20139.01311,2775868581.0,20597.93892,458.92581,31465,2710.2
PFC,3415,13892,17307,17638.62243,7337992168.0,19643.86411,2005.24168,82532,402.5
NATIONALUM,1210,5241,6451,16928.983125,7747499850.0,19163.137875,2234.15475,40321,377.25
MARUTI,2172,33660,35832,16230.67358,25583812377.5,19099.897355,2869.223775,150372,14935.0
RECLTD,3293,11739,15032,17196.00736,6347340958.0,18577.38694,1381.37958,108455,378.9
PIDILITIND,2320,10654,12974,16950.06195,7929591200.0,18311.82395,1361.762,23831,1466.2
POLICYBZR,3294,11233,14527,16707.791975,6082368785.5,18067.52983,1359.737855,41043,1441.8
SUNPHARMA,2711,21368,24079,16210.481245,12966505965.0,17833.710895,1623.22965,109489,1717.7
CUMMINSIND,2069,2784,4853,16979.09302,2392865924.0,17560.15226,581.05924,24067,4145.3
UPL,1496,8671,10167,15278.9571005,8916478219.15,17088.650792,1809.6936915,38048,757.75
ABB,1979,16185,18164,14308.1328125,12086210781.25,17037.803125,2729.6703125,37336,5845.5
MUTHOOTFIN,1513,4108,5621,15400.5625675,4404293209.25,16484.64466,1084.0820925,32135,3661.9
PGEL,2498,15154,17652,13822.70178,8769282135.0,16435.80313,2613.10135,25056,579.25
HINDPETRO,1621,6377,7998,15104.588805,6080129325.0,16364.503305,1259.9145,28973,463.25
IDEA,1826,4631,6457,15060.21135,4292653412.25,16041.6417225,981.4303725,136061,11.45
NAUKRI,3391,6996,10387,15218.674875,3331793501.25,15916.2598875,697.5850125,37616,1192.0
HINDALCO,2125,7167,9292,14371.91245,5022547082.0,15674.73327,1302.82082,92614,965.2
POLYCAB,1504,6711,8215,14277.537875,6471975812.5,15353.296,1075.758125,38637,7612.0
HEROMOTOCO,1491,13819,15310,12889.259175,12348609450.0,15326.853675,2437.5945,43771,5824.0
FEDERALBNK,1026,3208,4234,14661.7265,4732370200.0,15320.9285,659.202,23194,286.85
OFSS,2543,7526,10069,14395.13391,4479005146.5,15180.360375,785.226465,24721,7535.5
HINDPETRO,1621,6377,7998,15104.588805,0.0,15104.588805,0.0,18625,463.25
HINDPETRO,1621,6377,7998,15104.588805,0.0,15104.588805,0.0,18625,463.25
MPHASIS,1965,4321,6286,14467.472415,3322189640.0,14971.381315,503.9089,23369,2682.4
CANBK,1433,2954,4387,14280.63075,3080728957.5,14838.335325,557.704575,62136,147.5
INDIGO,1821,11825,13646,13496.250435,8876741425.5,14831.28969,1335.039255,95303,4926.0
CROMPTON,3112,11061,14173,13489.9029,4988886156.0,14791.99446,1302.09156,42697,241.93
BPCL,1703,8827,10530,12773.261545,6744974555.25,14175.6495975,1402.3880525,31126,380.85
CHOLAFIN,1237,4272,5509,13314.664125,4645960243.75,14111.2665625,796.6024375,32604,1720.1
SAIL,1742,3583,5325,12933.01209,2730532163.0,13692.92172,759.90963,55022,157.39
BANKBARODA,1535,5509,7044,12802.0390875,4791196273.5,13581.8680725,779.828985,60417,286.1
WAAREEENER,2080,14956,17036,11154.81745,8401377600.0,13435.10595,2280.2885,29875,3066.7
PNB,1295,2528,3823,12815.5056,2589752800.0,13253.5136,438.008,50833,123.87
TRENT,2956,16841,19797,11462.58895,6867613726.0,12819.52621,1356.93726,121671,3870.2
INDUSINDBK,1889,3814,5703,12245.86335,2526560253.0,12730.83588,484.97253,65523,929.9
TITAN,1608,6586,8194,11588.1203725,4861500392.0,12502.0092925,913.88892,78731,4116.5
IDFCFIRSTB,1507,4131,5638,11896.7985675,3319568040.25,12467.75922,570.9606525,52266,84.89
TMPV,3673,20551,24224,11044.06128,6298613992.0,12393.2012,1349.13992,176465,373.3
BHARATFORG,1424,4825,6249,11137.0334,3889614780.0,12085.9812,948.9478,22682,1567.3
BDL,2370,10196,12566,10715.41443,5026203752.5,11707.601955,992.187525,56999,1302.9
APLAPOLLO,1510,2365,3875,11404.21555,1790228772.5,11705.633275,301.417725,30347,2155.0
CGPOWER,1662,8384,10046,9491.520495,4925976669.5,10677.58219,1186.061695,37600,668.9
YESBANK,1532,3187,4719,10285.2054,2261243058.0,10658.02598,372.82058,53600,21.55
UNIONBANK,1340,1740,3080,10339.935555,1419916921.5,10587.411645,247.47609,29945,175.09
DLF,1865,5763,7628,9959.2304625,3180520406.25,10521.107025,561.8765625,91403,647.5
CDSL,1450,8302,9752,9276.82448,5439527052.5,10305.370005,1028.545525,47688,1344.4
VOLTAS,1711,11676,13387,8927.2420125,6246608966.25,10250.031675,1322.7896625,44194,1403.7
BAJAJ-AUTO,1279,9035,10314,9318.7040625,6730067156.25,10181.750625,863.0465625,68643,9706.0
HINDUNILVR,1359,3746,5105,9744.99516,2731345131.0,10146.82647,401.83131,69962,2381.8
ANGELONE,1317,7220,8537,8654.7539,4802916340.0,9843.0423,1188.2884,29851,2650.0
MAZDOCK,1908,3385,5293,9259.56946,1749042576.0,9716.75522,457.18576,48257,2414.9
SHRIRAMFIN,1074,5035,6109,8914.49262,4269861230.25,9694.7724225,780.2798025,71433,1003.8
BAJAJFINSV,1688,14604,16292,8510.32265,7447219945.0,9539.1221,1028.79945,85423,2020.1
PAYTM,1023,3916,4939,8851.541385,3475656372.75,9531.6551125,680.1137275,40853,1197.1
MANKIND,1787,11690,13477,8557.72353,5883906584.25,9531.0643725,973.3408425,19287,2097.4
JINDALSTEL,1198,3612,4810,8747.3126875,2687718843.75,9338.251125,590.9384375,29326,1173.0
BHEL,1146,5712,6858,8106.9219,4172380826.25,8935.3957875,828.4738875,56880,268.7
AUBANK,875,1489,2364,8582.9238,1500291970.0,8834.6435,251.7197,29686,988.2
POWERINDIA,871,767,1638,8529.794055,791747260.0,8717.766655,187.9726,9594,19403.0
LTF,1277,2887,4164,8257.02975,1929783622.5,8623.703475,366.673725,39936,288.15
GODREJPROP,1670,5891,7561,7713.7525575,2876343115.25,8481.68871,767.9361525,69040,1686.9
BOSCHLTD,839,2724,3563,8010.5405975,2685649505.25,8423.91065,413.3700525,11771,38455.0
MANAPPURAM,824,3767,4591,7275.2712,3444141030.0,8327.5065,1052.2353,28677,294.0
RBLBANK,797,3464,4261,7826.272765,3543269012.0,8299.990385,473.71762,37362,309.4
ADANIGREEN,1278,7164,8442,7187.27496,4131011064.0,8272.5456,1085.27064,66148,936.0
RVNL,1660,5277,6937,7581.378595,2727439243.75,8246.9610325,665.5824375,91059,322.6
TVSMOTOR,1162,4307,5469,7645.3727,2868148885.0,8180.56155,535.18885,61089,3745.6
BANDHANBNK,1264,6277,7541,7173.10872,3690349956.0,8100.90828,927.79956,41802,158.02
SIEMENS,1208,7414,8622,6951.955465,4410729480.5,7969.17527,1017.219805,23671,3283.8
KAYNES,1857,7307,9164,6691.93162,2803262064.0,7804.20226,1112.27064,63102,3637.0
ULTRACEMCO,1147,4797,5944,7282.5931,3080999484.0,7586.13794,303.54484,67389,12720.0
JSWSTEEL,863,2547,3410,7230.9394575,2165412285.0,7564.2423075,333.30285,94495,1237.1
DMART,1122,9392,10514,6410.25096,5489850157.5,7478.177535,1067.926575,50590,3824.9
CONCOR,1061,3537,4598,6967.9905,2377473512.5,7459.163125,491.172625,41925,526.95
NESTLEIND,1077,3437,4514,7068.90335,2298032715.0,7417.0305,348.12715,48273,1322.0
ASIANPAINT,1055,9496,10551,6460.78255,5996351885.0,7196.9514,736.16885,105235,2444.8
MOTHERSON,881,2543,3424,6625.07889,1962802512.0,7157.96901,532.89012,39168,122.6
EICHERMOT,883,4774,5657,6436.83283,3539511585.0,7065.59868,628.76585,50286,7273.0
TATAELXSI,1220,5712,6932,6523.97504,3190182255.0,7032.49759,508.52255,25788,5357.0
HDFCLIFE,848,2799,3647,6755.15071,2302403972.0,7017.99043,262.83972,44652,720.05
PATANJALI,1434,1637,3071,6530.98689,778493187.0,6758.79876,227.81187,43628,505.85
HDFCLIFE,848,2799,3647,6755.15071,0.0,6755.15071,0.0,30540,720.05
AMBER,1001,2683,3684,6282.98339,1752450647.0,6746.68986,463.70647,17406,6322.0
BIOCON,655,2484,3139,6140.004,2429150625.0,6707.26025,567.25625,26951,374.3
PETRONET,999,6055,7054,5717.97267,3556795212.0,6501.76979,783.79712,36120,300.45
INDUSTOWER,792,3610,4402,5961.28103,2778196712.0,6485.27815,523.99712,68620,442.6
TATAPOWER,1037,8603,9640,5547.090565,4676856404.5,6401.18711,854.096545,74948,369.45
BLUESTARCO,1053,624,1677,6249.4663725,377039110.5,6321.4224775,71.956105,10806,1844.9
PHOENIXLTD,957,3609,4566,5783.286775,2242286746.0,6301.894235,518.60746,15874,1727.9
DRREDDY,750,2865,3615,5839.8565,2248183556.25,6171.2545625,331.3980625,36740,1245.8
SUZLON,1248,4762,6010,5592.66615,2230789933.5,6144.449235,551.783085,56004,49.54
NBCC,811,2428,3239,5377.54685,1687690745.0,5883.4243,505.87745,21686,102.24
DIVISLAB,882,2743,3625,5444.42043,1767341461.0,5727.28504,282.86461,46311,6159.0
GRASIM,732,2018,2750,5216.06385,1453479252.5,5406.456375,190.392525,77030,2847.0
SONACOMS,605,6438,7043,3980.90994,4367890661.75,5344.6415575,1363.7316175,18031,535.65
PRESTIGE,736,1660,2396,5005.4022,1132840656.0,5204.04876,198.64656,13564,1512.1
AMBUJACEM,875,2967,3842,4893.074445,1684551025.5,5153.5722,260.497755,69328,531.2
INDHOTEL,691,2568,3259,4715.4451,1810650200.0,5080.1971,364.752,39537,685.4
APOLLOHOSP,514,2671,3185,4565.9711,2446389053.75,4976.2991375,410.3280375,44629,7095.5
PIIND,863,1225,2088,4781.125895,706294741.25,4917.9583075,136.8324125,25001,3185.9
HUDCO,833,3514,4347,4465.3049475,1970343295.5,4912.2497775,446.94483,33195,194.98
LAURUSLABS,563,1266,1829,4715.322555,1105574141.0,4896.503965,181.18141,41334,987.6
GAIL,876,3335,4211,4542.35103,1774250856.0,4778.79759,236.44656,58184,164.3
HAVELLS,664,2646,3310,4439.97445,1805068860.0,4704.91305,264.9386,28997,1341.9
IRFC,823,5733,6556,4017.287425,2975933215.0,4665.182075,647.89465,51237,116.14
KPITTECH,1030,5127,6157,4236.70243,2251880443.5,4664.261865,427.559435,26052,967.9
MAXHEALTH,793,2726,3519,4210.2020625,1479114425.25,4540.378815,330.1767525,43148,1012.9
HUDCO,833,3514,4347,4465.3049475,0.0,4465.3049475,0.0,14071,194.98
TATATECH,804,1598,2402,4185.86672,853679912.0,4337.46584,151.59912,19962,650.55
TATACONSUM,632,1752,2384,4043.978345,1129779161.5,4196.62496,152.646615,36791,1162.2
BANKINDIA,499,433,932,4103.37304,373363796.0,4185.467,82.09396,18117,158.65
ADANIENSOL,580,1957,2537,3837.510135,1318977405.0,4144.234185,306.72405,41417,976.75
PREMIERENE,877,1767,2644,3904.7934325,821091852.25,4137.299455,232.5060225,14105,776.7
TIINDIA,727,2201,2928,3674.54888,1141255098.0,4019.53986,344.99098,23527,2515.0
IREDA,855,1046,1901,3766.77003,495952335.0,3888.04788,121.27785,34986,129.93
PAGEIND,734,1918,2652,3659.0573114999997,1005993280.2,3827.3901135,168.332802,24819,33600.0
GLENMARK,483,1315,1798,3581.76495,1001072891.25,3797.1938625,215.4289125,40427,1984.0
DABUR,538,3121,3659,3391.202375,2008605262.5,3691.9425,300.740125,36995,504.35
CIPLA,688,2693,3381,3438.0403125,1380093153.75,3621.44685,183.4065375,63090,1330.4
KEI,445,1034,1479,3422.789545,821221042.25,3595.3249675,172.5354225,14384,4408.4
GMRAIRPORT,484,2177,2661,3260.9241,1513327666.5,3553.074765,292.150665,38812,96.68
SWIGGY,806,1307,2113,3305.44162,532876045.0,3413.92207,108.48045,33190,314.9
LODHA,681,1802,2483,3136.337775,852453711.0,3336.639885,200.30211,31547,1026.4
KALYANKJIL,643,2621,3264,2931.8645825,1264520958.75,3308.84042,376.9758375,50900,387.7
LICHSGFIN,606,1799,2405,3129.6978,955625380.0,3296.8516,167.1538,47008,515.3
DELHIVERY,337,866,1203,3114.94269,819908092.25,3277.4448625,162.5021725,18263,446.65
AUROPHARMA,452,1147,1599,3057.90793,781542910.5,3219.647035,161.739105,46997,1234.7
TORNTPHARM,306,783,1089,3063.20385,793789640.0,3201.10025,137.8964,12373,4038.8
SBILIFE,387,3403,3790,2921.7763125,2627673195.0,3168.8582625,247.08195,43557,2009.4
BRITANNIA,388,1602,1990,2881.0193125,1233661117.5,3077.3804875,196.361175,35672,5959.0
LUPIN,306,992,1298,2859.328685,955064466.75,3043.6533525,184.3246675,22325,2195.6
SRF,493,1628,2121,2887.27826,994736704.0,3032.7253,145.44704,26482,2922.8
SHREECEM,413,576,989,2789.2529775,405265080.75,2896.528785,107.2758075,14985,26995.0
ASTRAL,414,1608,2022,2635.33915,1057312760.25,2877.5667525,242.2276025,24442,1498.7
IEX,535,3018,3553,2529.418125,1493999737.5,2870.8155,341.397375,49108,125.75
NHPC,493,2844,3337,2483.2032,1459552448.0,2800.64768,317.44448,21056,80.1
MARICO,306,833,1139,2694.92076,745884936.0,2780.43012,85.50936,30954,733.8
INOXWIND,698,1127,1825,2664.0042,454705966.0,2770.91386,106.90966,36453,106.94
JUBLFOOD,400,496,896,2530.944875,330960012.5,2605.92,74.975125,26222,506.6
JSWENERGY,539,963,1502,2489.5374,458417940.0,2578.3668,88.8294,48308,459.2
FINNIFTY,74,7120,7194,1235.783514,11937280798.8,2451.581502,1215.797988,17341,27786.5
OBEROIRLTY,431,698,1129,2296.752885,382418501.5,2380.0679,83.315015,26196,1521.6
NYKAA,300,483,783,2299.1284375,377991343.75,2374.745,75.6165625,16380,246.13
MFSL,330,506,836,2224.89564,350237408.0,2307.18972,82.29408,26503,1678.5
GODREJCP,379,1420,1799,2182.85225,845312695.0,2304.7292,121.87695,25102,1147.8
COLPAL,445,1471,1916,2154.5170875,726903945.0,2274.3165375,119.79945,38535,2151.7
DALBHARAT,311,738,1049,2154.03643,504924930.25,2221.2957325,67.2593025,16178,2132.9
INDIANB,226,777,1003,1975.3184,706808450.0,2101.8029,126.4845,16650,874.5
SBICARD,306,1662,1968,1849.66616,1048304824.0,1987.1144,137.44824,40274,756.3
CAMS,348,701,1049,1904.849475,389947117.5,1980.67065,75.821175,15788,725.9
UNITDSPR,339,1235,1574,1858.39052,689172080.0,1969.87132,111.4808,36243,1370.8
PNBHOUSING,324,403,727,1749.748325,224244039.5,1794.99372,45.245395,30573,832.9
IRCTC,301,1508,1809,1610.5644625,839440586.25,1761.595325,151.0308625,47001,616.55
FORTIS,250,423,673,1672.363045,298120249.75,1752.0430425,79.6799975,18672,860.05
SUPREMEIND,254,861,1115,1646.025115,571599945.0,1734.899565,88.87445,14561,3690.3
TORNTPOWER,229,1922,2151,1338.2921475,1153694889.25,1676.32104,338.0288925,11370,1389.5
LICI,263,1346,1609,1539.57167,826012439.0,1667.97106,128.39939,24927,835.3
ZYDUSLIFE,193,563,756,1584.03132,476765361.0,1664.66493,80.63361,14659,910.6
SYNGENE,306,582,888,1460.6326,295681710.0,1510.5497,49.9171,19949,475.45
360ONE,240,494,734,1394.6731,299057230.0,1430.6454,35.9723,8208,1152.9
NIFTYNXT50,71,87,158,1222.52719,150914705.25,1241.1492425,18.6220525,1461,69103.65
NUVAMA,166,474,640,1132.8563,335733090.0,1209.7872,76.9309,9255,1370.1
PPLPHARMA,273,393,666,1146.729675,173785395.0,1176.29925,29.569575,14093,161.63
ICICIPRULI,156,376,532,948.205105,230790608.0,977.003685,28.79858,19645,656.1
KFINTECH,173,91,264,886.531,48170910.0,896.4401,9.9091,15205,1028.3
UNOMINDA,122,118,240,817.80259,79708926.0,833.12185,15.31926,11537,1219.9
ICICIGI,129,369,498,776.37456,231540172.5,793.701285,17.326725,20049,1858.8
ALKEM,98,243,341,693.2607125,170306138.75,719.3221,26.0613875,11811,5698.0
BAJAJHLDNG,113,1028,1141,624.52896,599297048.5,715.599445,91.070485,6543,11042.0
SAMMAANCAP,9,3,12,57.02058,1818900.0,57.79458,0.774,38817,146.98
